chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
12,SMELL,linger,"I lingered till the sun went down amongst the trees, and sank crimson and clear behind them.",8473,8565
12,SMELL,linger,"“If you are hurt, and want help, sir, I can fetch some one either from Thornfield Hall or from Hay.” “Thank you: I shall do: I have no broken bones,—only a sprain;” and again he stood up and tried his foot, but the result extorted an involuntary “Ugh!” Something of daylight still lingered, and the moon was waxing bright: I could see him plainly.",12876,13225
12,SMELL,waft,"When I came to the stile, I stopped a minute, looked round and listened, with an idea that a horse’s hoofs might ring on the causeway again, and that a rider in a cloak, and a Gytrash-like Newfoundland dog, might be again apparent: I saw only the hedge and a pollard willow before me, rising up still and straight to meet the moonbeams; I heard only the faintest waft of wind roaming fitful among the trees round Thornfield, a mile distant; and when I glanced down in the direction of the murmur, my eye, traversing the hall-front, caught a light kindling in a window: it reminded me that I was late, and I hurried on.",18602,19222
12,SMELL,linger,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
12,SMELL,linger,"I lingered at the gates; I lingered on the lawn; I paced backwards and forwards on the pavement; the shutters of the glass door were closed; I could not see into the interior; and both my eyes and spirit seemed drawn from the gloomy house—from the grey hollow filled with rayless cells, as it appeared to me—to that sky expanded before me,—a blue sea absolved from taint of cloud; the moon ascending it in solemn march; her orb seeming to look up as she left the hill-tops, from behind which she had come, far and farther below her, and aspired to the zenith, midnight dark in its fathomless depth and measureless distance; and for those trembling stars that followed her course; they made my heart tremble, my veins glow when I viewed them.",20178,20919
13,SMELL,vapour,"The dim forehead was crowned with a star; the lineaments below were seen as through the suffusion of vapour; the eyes shone dark and wild; the hair streamed shadowy, like a beamless cloud torn by storm or by electric travail.",16353,16578
15,SMELL,breathe,"Happening to call one evening when Céline did not expect me, I found her out; but it was a warm night, and I was tired with strolling through Paris, so I sat down in her boudoir; happy to breathe the air consecrated so lately by her presence.",1200,1442
15,SMELL,perfume,"No,—I exaggerate; I never thought there was any consecrating virtue about her: it was rather a sort of pastille perfume she had left; a scent of musk and amber, than an odour of sanctity.",1443,1630
15,SMELL,scent,"No,—I exaggerate; I never thought there was any consecrating virtue about her: it was rather a sort of pastille perfume she had left; a scent of musk and amber, than an odour of sanctity.",1443,1630
15,SMELL,musk,"No,—I exaggerate; I never thought there was any consecrating virtue about her: it was rather a sort of pastille perfume she had left; a scent of musk and amber, than an odour of sanctity.",1443,1630
15,SMELL,fume,"I was just beginning to stifle with the fumes of conservatory flowers and sprinkled essences, when I bethought myself to open the window and step out on to the balcony.",1631,1799
15,SMELL,essence,"I was just beginning to stifle with the fumes of conservatory flowers and sprinkled essences, when I bethought myself to open the window and step out on to the balcony.",1631,1799
15,SMELL,breathe,"Here ensued a pause, filled up by the producing and lighting of a cigar; having placed it to his lips and breathed a trail of Havannah incense on the freezing and sunless air, he went on— “I liked bonbons too in those days, Miss Eyre, and I was _croquant_—(overlook the barbarism)—_croquant_ chocolate comfits, and smoking alternately, watching meantime the equipages that rolled along the fashionable streets towards the neighbouring opera-house, when in an elegant close carriage drawn by a beautiful pair of English horses, and distinctly seen in the brilliant city-night, I recognised the ‘voiture’ I had given Céline.",1993,2616
15,SMELL,incense,"Here ensued a pause, filled up by the producing and lighting of a cigar; having placed it to his lips and breathed a trail of Havannah incense on the freezing and sunless air, he went on— “I liked bonbons too in those days, Miss Eyre, and I was _croquant_—(overlook the barbarism)—_croquant_ chocolate comfits, and smoking alternately, watching meantime the equipages that rolled along the fashionable streets towards the neighbouring opera-house, when in an elegant close carriage drawn by a beautiful pair of English horses, and distinctly seen in the brilliant city-night, I recognised the ‘voiture’ I had given Céline.",1993,2616
15,SMELL,smell,"I was surprised at this circumstance: but still more was I amazed to perceive the air quite dim, as if filled with smoke; and, while looking to the right hand and left, to find whence these blue wreaths issued, I became further aware of a strong smell of burning.",19631,19896
15,SMELL,vapour,"In the midst of blaze and vapour, Mr. Rochester lay stretched motionless, in deep sleep.",20205,20295
15,SMELL,smell,"I briefly related to him what had transpired: the strange laugh I had heard in the gallery: the step ascending to the third storey; the smoke,—the smell of fire which had conducted me to his room; in what state I had found matters there, and how I had deluged him with all the water I could lay hands on.",22044,22351
16,SMELL,breathe,"Arraigned at my own bar, Memory having given her evidence of the hopes, wishes, sentiments I had been cherishing since last night—of the general state of mind in which I had indulged for nearly a fortnight past; Reason having come forward and told, in her own quiet way, a plain, unvarnished tale, showing how I had rejected the real, and rabidly devoured the ideal;—I pronounced judgment to this effect:— That a greater fool than Jane Eyre had never breathed the breath of life; that a more fantastic idiot had never surfeited herself on sweet lies, and swallowed poison as if it were nectar.",17214,17810
16,SMELL,breath,"Arraigned at my own bar, Memory having given her evidence of the hopes, wishes, sentiments I had been cherishing since last night—of the general state of mind in which I had indulged for nearly a fortnight past; Reason having come forward and told, in her own quiet way, a plain, unvarnished tale, showing how I had rejected the real, and rabidly devoured the ideal;—I pronounced judgment to this effect:— That a greater fool than Jane Eyre had never breathed the breath of life; that a more fantastic idiot had never surfeited herself on sweet lies, and swallowed poison as if it were nectar.",17214,17810
17,SMELL,detect,"I had not intended to love him; the reader knows I had wrought hard to extirpate from my soul the germs of love there detected; and now, at the first renewed view of him, they spontaneously arrived, green and strong!",30501,30717
17,SMELL,breathe,"I must, then, repeat continually that we are for ever sundered:—and yet, while I breathe and think, I must love him.”",32673,32792
18,SMELL,detect,"On closer examination, you detected something in his face that displeased, or rather that failed to please.",21131,21238
18,SMELL,breath,"“What is she like?” inquired the Misses Eshton, in a breath.",26007,26069
18,SMELL,linger,The footman still lingered.,27005,27032
18,SMELL,breath,"Amy and Louisa Eshton tittered under their breath, and looked a little frightened.",29010,29094
19,SMELL,detect,I cannot remember detecting gratitude in his face.”,8748,8801
19,SMELL,detect,“Detecting!,8801,8812
19,SMELL,detect,"And what did you detect, if not gratitude?”",8838,8883
19,SMELL,detect,"I know how soon youth would fade and bloom perish, if, in the cup of bliss offered, but one dreg of shame, or one flavour of remorse were detected; and I do not want sacrifice, sorrow, dissolution—such is not my taste.",12767,12985
19,SMELL,breath,As I spoke he gave my wrist a convulsive grip; the smile on his lips froze: apparently a spasm caught his breath.,16743,16858
20,SMELL,smell,"He took the sponge, dipped it in, and moistened the corpse-like face; he asked for my smelling-bottle, and applied it to the nostrils.",7915,8049
20,SMELL,linger,"I cried inwardly, as the night lingered and lingered—as my bleeding patient drooped, moaned, sickened: and neither day nor aid arrived.",13262,13397
20,SMELL,linger,"I cried inwardly, as the night lingered and lingered—as my bleeding patient drooped, moaned, sickened: and neither day nor aid arrived.",13262,13397
20,SMELL,breath,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
21,SMELL,linger,The doctor says she may linger a week or two yet; but he hardly thinks she will finally recover.”,13965,14064
21,SMELL,linger,"several commonplaces about my journey, the weather, and so on, uttered in rather a drawling tone: and accompanied by sundry side-glances that measured me from head to foot—now traversing the folds of my drab merino pelisse, and now lingering on the plain trimming of my cottage bonnet.",19108,19393
21,SMELL,linger,"Her own fortune she had taken care to secure; and when her mother died—and it was wholly improbable, she tranquilly remarked, that she should either recover or linger long—she would execute a long-cherished project: seek a retirement where punctual habits would be permanently secured from disturbance, and place safe barriers between herself and a frivolous world.",34441,34806
21,SMELL,breath,"She heeded nothing of what I said; but when she had tasted the water and drawn breath, she went on thus— “I tell you I could not forget it; and I took my revenge: for you to be adopted by your uncle, and placed in a state of ease and comfort, was what I could not endure.",44353,44625
21,SMELL,linger,"I yet lingered half-an-hour longer, hoping to see some sign of amity: but she gave none.",46305,46393
22,SMELL,vapour,"The west, too, was warm: no watery gleam chilled it—it seemed as if there was a fire lit, an altar burning behind its screen of marbled vapour, and out of apertures shone a golden redness.",6649,6839
23,SMELL,scent,"I walked a while on the pavement; but a subtle, well-known scent—that of a cigar—stole from some window; I saw the library casement open a handbreadth; I knew I might be watched thence; so I went apart into the orchard.",1309,1528
23,SMELL,fragrance,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,SMELL,incense,"Sweet-briar and southernwood, jasmine, pink, and rose have long been yielding their evening sacrifice of incense: this new scent is neither of shrub nor flower; it is—I know it well—it is Mr. Rochester’s cigar.",2354,2565
23,SMELL,scent,"Sweet-briar and southernwood, jasmine, pink, and rose have long been yielding their evening sacrifice of incense: this new scent is neither of shrub nor flower; it is—I know it well—it is Mr. Rochester’s cigar.",2354,2565
23,SMELL,perfume,"I hear a nightingale warbling in a wood half a mile off; no moving form is visible, no coming step audible; but that perfume increases: I must flee.",2631,2779
23,SMELL,inhale,"But no—eventide is as pleasant to him as to me, and this antique garden as attractive; and he strolls on, now lifting the gooseberry-tree branches to look at the fruit, large as plums, with which they are laden; now taking a ripe cherry from the wall; now stooping towards a knot of flowers, either to inhale their fragrance or to admire the dew-beads on their petals.",2997,3365
23,SMELL,fragrance,"But no—eventide is as pleasant to him as to me, and this antique garden as attractive; and he strolls on, now lifting the gooseberry-tree branches to look at the fruit, large as plums, with which they are laden; now taking a ripe cherry from the wall; now stooping towards a knot of flowers, either to inhale their fragrance or to admire the dew-beads on their petals.",2997,3365
23,SMELL,waft,"A waft of wind came sweeping down the laurel-walk, and trembled through the boughs of the chestnut: it wandered away—away—to an indefinite distance—it died.",15038,15194
24,SMELL,waft,"The wedding is to take place quietly, in the church down below yonder; and then I shall waft you away at once to town.",5559,5677
24,SMELL,fume,"“Very good,” I thought; “you may fume and fidget as you please: but this is the best plan to pursue with you, I am certain.",35726,35849
25,SMELL,linger,"I lingered; the moon shut herself wholly within her chamber, and drew close her curtain of dense cloud: the night grew dark; rain came driving fast on the gale.",6314,6476
25,SMELL,incense,"Look wicked, Jane: as you know well how to look: coin one of your wild, shy, provoking smiles; tell me you hate me—tease me, vex me; do anything but move me: I would rather be incensed than saddened.” “I will tease you and vex you to your heart’s content, when I have finished my tale: but hear me to the end.” “I thought, Jane, you had told me all.",17179,17530
25,SMELL,breath,"He drew his breath short, and strained me so close to him, I could scarcely pant.",23838,23919
26,SMELL,breath,At the churchyard wicket he stopped: he discovered I was quite out of breath.,2642,2719
26,SMELL,breath,"And the clergyman, who had not lifted his eyes from his book, and had held his breath but for a moment, was proceeding: his hand was already stretched towards Mr. Rochester, as his lips unclosed to ask, “Wilt thou have this woman for thy wedded wife?”—when a distinct and near voice said— “The marriage cannot go on: I declare the existence of an impediment.”",5066,5428
26,SMELL,linger,"The second stranger, who had hitherto lingered in the background, now drew near; a pale face looked over the solicitor’s shoulder—yes, it was Mason himself.",8888,9044
26,SMELL,breath,"His eye, as I have often said, was a black eye: it had now a tawny, nay, a bloody light in its gloom; and his face flushed—olive cheek and hueless forehead received a glow as from spreading, ascending heart-fire: and he stirred, lifted his strong arm—he could have struck Mason, dashed him on the church-floor, shocked by ruthless blow the breath from his body—but Mason shrank away, and cried faintly, “Good God!”",9085,9499
27,SMELL,breath,"I see you can say nothing: in the first place, you are faint still, and have enough to do to draw your breath; in the second place, you cannot yet accustom yourself to accuse and revile me, and besides, the flood-gates of tears are opened, and they would rush out if you spoke much; and you have no desire to expostulate, to upbraid, to make a scene: you are thinking how _to act_—_talking_",5974,6364
27,SMELL,breath,"Still, society associated my name and person with hers; I yet saw her and heard her daily: something of her breath (faugh!)",24437,24560
27,SMELL,breathe,"mixed with the air I breathed; and besides, I remembered I had once been her husband—that recollection was then, and is now, inexpressibly odious to me; moreover, I knew that while she lived I could never be the husband of another and better wife; and, though five years my senior (her family and her father had lied to me even in the particular of her age), she was likely to live as long as I, being as robust in frame as she was infirm in mind.",24561,25008
27,SMELL,essence,"Of yourself you could come with soft flight and nestle against my heart, if you would: seized against your will, you will elude the grasp like an essence—you will vanish ere",50555,50728
27,SMELL,inhale,I inhale your fragrance.,50729,50753
27,SMELL,fragrance,I inhale your fragrance.,50729,50753
27,SMELL,vapour,"I lifted up my head to look: the roof resolved to clouds, high and dim; the gleam was such as the moon imparts to vapours she is about to sever.",52930,53074
28,SMELL,linger,"Yet a chance traveller might pass by; and I wish no eye to see me now: strangers would wonder what I am doing, lingering here at the sign-post, evidently objectless and lost.",1296,1470
28,SMELL,linger,"But I was a human being, and had a human being’s wants: I must not linger where there was nothing to supply them.",6515,6628
28,SMELL,breath,Do with me and for me as you like; but excuse me from much discourse—my breath is short—I feel a spasm when I speak.”,36125,36242
29,SMELL,fragrance,It was full of the fragrance of new bread and the warmth of a generous fire.,4670,4746
30,SMELL,breathe,"It began calm—and indeed, as far as delivery and pitch of voice went, it was calm to the end: an earnestly felt, yet strictly restrained zeal breathed soon in the distinct accents, and prompted the nervous language.",6318,6533
32,SMELL,breathe,I humoured him: the watch ticked on: he breathed fast and low: I stood silent.,18627,18705
33,SMELL,breath,"This news actually took my breath for a moment: Mr. St. John, whom I had never heard laugh before, laughed now.",12974,13087
33,SMELL,breath,"“Do let me speak,” I said; “let me have one moment to draw breath and reflect.”",17414,17493
34,SMELL,vapour,"His idea was still with me, because it was not a vapour sunshine could disperse, nor a sand-traced effigy storms could wash away; it was a name graven on a tablet, fated to last as long as the marble it inscribed.",24161,24374
34,SMELL,scent,"The breeze was from the west: it came over the hills, sweet with scents of heath and rush; the sky was of stainless blue; the stream descending the ravine, swelled with past spring rains, poured along plentiful and clear, catching golden gleams from the sun, and sapphire tints from the firmament.",28286,28583
34,SMELL,incense,"Whether he was incensed or surprised, or what, it was not easy to tell: he could command his countenance thoroughly.",47538,47656
34,SMELL,detect,"As I walked by his side homeward, I read well in his iron silence all he felt towards me: the disappointment of an austere and despotic nature, which has met resistance where it expected submission—the disapprobation of a cool, inflexible judgment, which has detected in another feelings and views in which it has no power to sympathise: in short, as a man, he would have wished to coerce me into obedience: it was only as a sincere Christian he bore so patiently with my perversity, and allowed so long a space for reflection and repentance.",49123,49667
34,SMELL,linger,But go after him; he is now lingering in the passage expecting you—he will make it up.”,50031,50120
35,SMELL,linger,"All this was torture to me—refined, lingering torture.",1639,1693
36,SMELL,breathe,I breathed again: my blood resumed its flow.,12295,12339
37,SMELL,breath,"I stayed my step, almost my breath, and stood to watch him—to examine him, myself unseen, and alas!",2970,3069
37,SMELL,breathe,I did wrong: I would have sullied my innocent flower—breathed guilt on its purity: the Omnipotent snatched it from me.,35321,35439
